City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Uchkeken,RU,43.9378,42.5117,46.51,45,99,6.13,overcast clouds
331,Richmond,US,37.5538,-77.4603,37.65,75,0,6.91,clear sky
332,Anchorage,US,61.2181,-149.9003,35.56,78,35,4.0,scattered clouds
333,Antropovo,RU,58.3988,43.0066,18.0,83,64,11.52,broken clouds
334,Kisangani,CD,0.5167,25.2,68.22,99,100,1.92,light rain
335,Nuuk,GL,64.1835,-51.7216,22.87,79,100,11.99,overcast clouds
336,San Vicente,AR,-26.6167,-54.1333,60.55,69,0,3.11,clear sky
337,Malakal,SS,9.5334,31.6605,73.8,31,4,6.46,clear sky
338,Bukachacha,RU,52.9833,116.9167,20.37,77,100,2.21,overcast clouds
339,Itupiranga,BR,-5.1347,-49.3267,76.62,82,65,1.5,broken clouds
340,Bethel,US,41.3712,-73.414,37.76,63,0,6.91,clear sky
341,Tuatapere,NZ,-46.1333,167.6833,56.19,90,99,3.65,overcast clouds
342,Mersing,MY,2.4312,103.8405,78.57,87,100,4.21,heavy intensity rain
343,Coihaique,CL,-45.5752,-72.0662,53.55,94,100,4.61,light rain
344,Nyurba,RU,63.2842,118.3319,-18.02,96,14,4.27,few clouds
345,Moerai,PF,-22.4333,-151.3333,73.08,68,23,11.1,few clouds
346,Meulaboh,ID,4.1363,96.1285,77.76,83,100,2.93,overcast clouds
347,Casas Grandes,MX,30.3667,-107.95,42.44,53,84,3.98,broken clouds
348,Avera,US,33.194,-82.5271,38.71,47,9,7.4,clear sky
349,Batagay,RU,67.6333,134.6333,-21.62,88,100,3.62,overcast clouds
350,Lashio,MM,22.9333,97.75,66.27,60,43,1.1,scattered clouds
351,Mugumu,TZ,-1.85,34.7,60.04,90,96,3.11,overcast clouds
352,Bonavista,CA,48.6499,-53.1147,40.41,78,100,27.85,overcast clouds
353,Santa Rosa,PH,14.3122,121.1114,87.1,74,100,13.22,overcast clouds
354,Ondjiva,AO,-17.0667,15.7333,75.7,44,58,4.0,broken clouds
355,Khudumelapye,BW,-23.8833,24.75,72.1,54,64,5.66,broken clouds
356,Cururupu,BR,-1.8283,-44.8683,74.86,91,8,3.62,clear sky
357,Sabya,SA,17.1495,42.6254,80.92,68,0,5.53,clear sky
358,Milkovo,RU,54.7167,158.6167,16.95,80,4,1.39,clear sky
359,Bira,RU,49.0,132.4667,29.32,76,95,0.98,overcast clouds
360,Lodingen,NO,68.414,15.9951,24.75,35,94,6.06,overcast clouds
361,Yumen,CN,40.2833,97.2,34.47,34,0,17.83,clear sky
362,Mattru,SL,7.6244,-11.8332,73.22,92,62,0.29,broken clouds
363,Port Lincoln,AU,-34.7333,135.8667,64.58,65,100,22.12,light rain
364,Pandan,PH,14.0453,124.1694,81.19,87,100,13.58,overcast clouds
365,Pauri,IN,30.15,78.7833,45.72,55,0,4.34,clear sky
366,Lebu,CL,-37.6167,-73.65,57.02,94,100,7.67,overcast clouds
367,Boden,SE,65.8252,21.6886,10.4,75,1,3.15,clear sky
368,Finnsnes,NO,69.2296,17.9811,11.01,66,94,5.68,overcast clouds
369,Lompoc,US,34.6391,-120.4579,59.77,73,0,4.61,clear sky
370,Laa,SL,8.0797,-10.7732,67.28,82,100,1.25,overcast clouds
371,Tigil,RU,57.8,158.6667,22.53,87,100,13.04,overcast clouds
372,Saint George,US,37.1041,-113.5841,46.8,37,0,4.61,clear sky
373,Wakkanai,JP,45.4094,141.6739,40.77,60,100,5.91,overcast clouds
374,Usinsk,RU,65.9939,57.5281,19.92,95,100,19.51,light snow
375,Pueblo,US,38.2545,-104.6091,28.42,58,100,12.66,overcast clouds
376,La Ronge,CA,55.1001,-105.2842,13.3,84,100,11.63,overcast clouds
377,Kalach-Na-Donu,RU,48.691,43.5264,50.09,60,100,18.68,overcast clouds
378,Makungu,TZ,-8.7333,35.2833,61.86,95,99,2.3,overcast clouds
379,Hirado,JP,33.3597,129.5531,67.39,58,7,15.48,clear sky
380,Leningradskiy,RU,69.3833,178.4167,6.64,95,100,14.5,light snow
381,Bafra,TR,41.5678,35.9069,66.81,52,91,5.95,overcast clouds
382,Nouadhibou,MR,20.931,-17.0347,72.23,49,0,19.28,clear sky
383,Partizanskoye,RU,55.5006,94.39,18.41,81,100,8.3,overcast clouds
384,Ayer Molek,MY,2.2033,102.3171,82.04,91,100,1.01,light rain
385,Klyuchi,RU,52.2667,79.1667,15.76,65,32,5.66,scattered clouds
386,Port Pirie,AU,-33.1833,138.0167,73.11,36,100,12.1,light rain
387,Canico,PT,32.6333,-16.85,68.72,83,20,8.05,light rain
388,Ilulissat,GL,69.2167,-51.1,19.42,86,100,0.0,light snow
389,Lishan,CN,31.8576,113.2951,58.48,72,92,3.91,overcast clouds
390,Wahiawa,US,21.5028,-158.0236,79.12,72,40,10.36,scattered clouds
391,Baruun-Urt,MN,46.6806,113.2792,32.2,36,100,3.94,overcast clouds
392,The Valley,AI,18.217,-63.0578,81.1,73,1,20.76,clear sky
393,Atascocita,US,29.9988,-95.1766,55.24,68,75,4.61,broken clouds
394,Palembang,ID,-2.9167,104.7458,82.49,74,20,2.3,few clouds
395,Imbituba,BR,-28.24,-48.6703,63.7,86,57,3.62,broken clouds
396,Murgab,TM,37.4966,61.9714,60.46,35,100,2.68,overcast clouds
397,Noyabrsk,RU,63.1994,75.4507,6.12,76,100,26.87,overcast clouds
398,Morondava,MG,-20.2833,44.2833,76.77,57,0,4.07,clear sky
399,Villarrubia De Los Ojos,ES,39.2209,-3.608,52.03,91,6,9.86,clear sky
400,Adrar,MR,20.5022,-10.0711,67.42,16,0,9.08,clear sky
401,Nemuro,JP,43.3236,145.575,41.05,56,33,11.63,scattered clouds
402,Anadyr,RU,64.75,177.4833,14.5,79,20,15.66,few clouds
403,Tiksi,RU,71.6872,128.8694,-2.24,88,100,5.1,overcast clouds
404,Vanavara,RU,60.34,102.2797,-21.96,100,55,3.8,broken clouds
405,Mount Pleasant,US,32.7941,-79.8626,43.0,85,0,3.44,clear sky
406,Beloha,MG,-25.1667,45.05,66.9,93,0,3.27,clear sky
407,Roma,US,43.2128,-75.4557,33.82,91,100,4.61,overcast clouds
408,Ohaba,RO,46.0706,23.7894,43.95,80,99,4.05,overcast clouds
409,Lucapa,AO,-8.4192,20.7447,62.49,99,60,1.57,moderate rain
410,Shimoda,JP,34.6667,138.95,61.11,63,89,10.63,overcast clouds
411,Te Anau,NZ,-45.4167,167.7167,59.99,76,99,3.27,overcast clouds
412,Talnakh,RU,69.4865,88.3972,1.2,96,100,25.55,light snow
413,Kieta,PG,-6.2167,155.6333,83.05,76,97,4.61,light rain
414,Nadym,RU,65.5333,72.5167,15.75,91,100,25.59,light snow
415,Ola,RU,59.5833,151.2833,2.16,77,29,7.49,scattered clouds
416,Chapais,CA,49.7834,-74.8492,17.06,94,100,7.99,light snow
417,Hare Bay,CA,48.8499,-54.0148,36.19,78,100,18.12,overcast clouds
418,Omsukchan,RU,62.5333,155.8,-13.31,97,100,6.38,overcast clouds
419,Penzance,GB,50.1186,-5.5371,50.68,74,43,28.54,scattered clouds
420,Pangnirtung,CA,66.1451,-65.7125,-5.66,93,48,6.11,scattered clouds
421,Auki,SB,-8.7676,160.7034,82.29,79,96,3.36,overcast clouds
422,Abu Kamal,SY,34.4506,40.9171,58.44,64,0,3.44,clear sky
423,Tateyama,JP,34.9833,139.8667,60.76,61,82,9.44,broken clouds
424,Balabac,PH,7.9868,117.0645,80.87,81,100,14.43,light rain
425,Quang Ngai,VN,15.1167,108.8,81.88,77,48,4.16,scattered clouds
426,Sarangani,PH,5.4033,125.4636,82.2,79,100,14.23,overcast clouds
427,Barranca,PE,-10.75,-77.7667,63.34,84,80,5.21,broken clouds
428,Kollam,IN,8.8833,76.6,77.23,83,97,3.38,overcast clouds
429,Souillac,MU,-20.5167,57.5167,61.18,88,20,6.91,few clouds
430,Valley City,US,46.9233,-98.0032,14.52,92,100,20.71,mist
431,Changji,CN,44.0167,87.3167,27.39,93,75,0.0,broken clouds
432,Abu Zabad,SD,12.35,29.25,65.41,25,1,12.37,clear sky
433,Carutapera,BR,-1.195,-46.02,76.55,89,8,6.04,clear sky
434,Buraydah,SA,26.326,43.975,62.71,86,100,15.52,overcast clouds
435,Coquimbo,CL,-29.9533,-71.3436,58.73,88,0,2.3,clear sky
436,Guthrie,US,35.8789,-97.4253,47.93,55,100,10.36,overcast clouds
437,Erenhot,CN,43.6475,111.9767,38.52,36,100,9.28,overcast clouds
438,San Carlos,VE,9.6612,-68.5827,73.06,95,100,2.46,overcast clouds
439,Ballitoville,ZA,-29.539,31.2144,70.16,89,100,7.0,light rain
440,Qunduz,AF,36.729,68.857,54.73,34,100,4.5,overcast clouds
441,Christchurch,NZ,-43.5333,172.6333,60.42,91,75,10.36,broken clouds
442,Worland,US,44.0169,-107.9554,12.88,76,40,4.61,scattered clouds
443,Conchas,BR,-23.0153,-48.0106,60.78,74,0,11.21,clear sky
444,New Iberia,US,30.0035,-91.8187,44.67,75,0,3.44,clear sky
445,Gimli,CA,50.6336,-96.9907,14.74,87,100,17.56,overcast clouds
446,Trairi,BR,-3.2778,-39.2689,79.47,75,53,11.59,broken clouds
447,Batagay-Alyta,RU,67.8006,130.4114,-17.09,94,99,1.16,overcast clouds
448,Beringovskiy,RU,63.05,179.3167,25.74,94,99,2.13,light snow
449,Masvingo,ZW,-20.0637,30.8277,67.62,59,13,5.26,few clouds
450,Port Keats,AU,-14.25,129.55,89.01,62,31,8.16,scattered clouds
451,Alyangula,AU,-13.8483,136.4192,89.35,49,96,3.09,overcast clouds
452,Lata,PT,40.1629,-8.3327,58.82,96,77,4.0,broken clouds
453,Kaitangata,NZ,-46.2817,169.8464,59.4,72,89,8.52,overcast clouds
454,Kingman,US,35.1894,-114.053,51.28,33,0,6.91,clear sky
455,San Quintin,MX,30.4833,-115.95,61.93,45,98,5.84,overcast clouds
456,Colares,PT,38.7992,-9.4469,59.76,96,85,18.99,overcast clouds
457,Louis Trichardt,ZA,-23.0439,29.9032,70.03,57,2,3.13,clear sky
458,Iwanai,JP,42.9744,140.5089,44.91,67,100,4.14,heavy intensity rain
459,Vestmanna,FO,62.1564,-7.1664,45.52,81,75,29.93,broken clouds
460,Panguna,PG,-6.3164,155.4848,78.44,75,95,1.43,light rain
461,Moranbah,AU,-22.0016,148.0466,87.46,31,56,3.74,broken clouds
462,Ranot,TH,7.7777,100.3213,78.57,85,100,4.7,overcast clouds
463,Salinopolis,BR,-0.6136,-47.3561,79.09,80,83,8.93,broken clouds
464,Guarapari,BR,-20.6667,-40.4975,72.9,81,100,15.17,overcast clouds
465,Cody,US,44.5263,-109.0565,10.62,77,100,0.0,overcast clouds
466,Sola,VU,-13.8833,167.55,82.38,71,6,9.86,clear sky
467,Grand Island,US,40.925,-98.342,22.19,52,0,16.11,clear sky
468,Taksimo,RU,56.3444,114.8794,10.17,94,100,1.92,overcast clouds
469,Byron Bay,AU,-28.65,153.6167,74.71,52,10,9.69,clear sky
470,Sahuaripa,MX,29.05,-109.2333,60.49,40,2,0.58,clear sky
471,Ornskoldsvik,SE,63.2909,18.7153,25.75,100,100,5.75,overcast clouds
472,Nuevo Progreso,MX,23.1667,-97.95,58.46,71,100,7.0,overcast clouds
473,Pinerolo,IT,44.8833,7.35,52.36,91,89,1.99,overcast clouds
474,Half Moon Bay,US,37.4636,-122.4286,58.87,62,0,17.27,clear sky
475,Qaqortoq,GL,60.7167,-46.0333,17.65,88,100,3.49,overcast clouds
476,Keskin,TR,39.6731,33.6136,45.59,77,99,6.53,overcast clouds
477,Tonekabon,IR,36.8163,50.8738,62.64,65,1,3.44,clear sky
478,Talcahuano,CL,-36.7167,-73.1167,60.48,82,0,12.66,clear sky
479,Kresttsy,RU,58.2452,32.5165,22.75,78,77,9.4,light snow
480,Tres Arroyos,AR,-38.3739,-60.2798,64.9,77,48,13.65,light rain
481,Okmulgee,US,35.6234,-95.9605,46.26,56,100,6.91,overcast clouds
482,Bonthe,SL,7.5264,-12.505,77.86,83,100,3.8,overcast clouds
483,Tara,RU,56.8944,74.371,-8.25,99,8,2.48,clear sky
484,Tuy Hoa,VN,13.0833,109.3,79.57,86,99,8.52,overcast clouds
485,Biltine,TD,14.5333,20.9167,69.4,26,1,7.83,clear sky
486,Les Cayes,HT,18.2,-73.75,77.04,84,39,0.89,scattered clouds
487,Neuquen,AR,-38.9516,-68.0591,76.89,61,40,3.44,scattered clouds
488,Iberia,US,29.9502,-91.7507,44.67,75,0,3.44,clear sky
489,Miranda,CO,3.2499,-76.2281,67.64,98,100,0.69,light rain
490,Evensk,RU,61.95,159.2333,10.6,96,100,10.58,snow
491,Port Hedland,AU,-20.3167,118.5667,84.25,30,0,12.66,clear sky
492,Tarnow,PL,50.0138,20.987,36.72,85,100,5.7,overcast clouds
493,Dudinka,RU,69.4058,86.1778,1.62,93,100,30.04,light snow
494,Marienburg,PL,54.0359,19.0266,29.88,88,55,7.31,broken clouds
495,Pravia,ES,43.4906,-6.1508,50.68,82,20,6.91,few clouds
496,Mishkino,RU,55.3389,63.9175,0.68,94,17,4.45,few clouds
497,Fukue,JP,32.6881,128.8419,64.53,58,34,15.35,scattered clouds
498,Padang,ID,-0.9492,100.3543,80.65,78,100,4.23,overcast clouds
499,Iskateley,RU,67.6803,53.1512,28.49,79,89,18.75,overcast clouds
500,Anloga,GH,5.7947,0.8973,80.65,76,54,8.46,broken clouds
501,Lalmohan,BD,22.3384,90.7419,72.43,72,3,12.86,clear sky
502,Khani,GE,41.9563,42.9566,42.37,64,93,6.51,overcast clouds
503,Mikhaylovka,RU,50.06,43.2379,49.78,93,100,18.16,light rain
504,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,10.36,few clouds
505,Poum,NC,-20.2333,164.0167,78.44,75,2,13.65,clear sky
506,Altamira,BR,-3.2033,-52.2064,80.02,64,50,2.93,scattered clouds
507,Nador,MA,35.174,-2.9287,66.45,77,0,4.61,clear sky
508,Cabedelo,BR,-6.9811,-34.8339,76.87,84,22,7.96,few clouds
509,Erdenet,MN,49.0333,104.0833,19.78,67,100,15.01,overcast clouds
510,Ayan,RU,56.45,138.1667,19.56,54,98,1.83,overcast clouds
511,Troina,IT,37.7854,14.5985,52.92,80,18,2.21,few clouds
512,Irpa Irpa,BO,-17.7167,-66.2667,71.6,47,15,5.79,few clouds
513,Medyn,RU,54.9692,35.8586,21.4,89,100,9.28,overcast clouds
514,Palm Beach,US,26.6503,-80.4498,71.58,82,2,10.13,clear sky
515,Bandarbeyla,SO,9.4942,50.8122,76.33,76,10,12.17,clear sky
516,Paulo Afonso,BR,-9.4061,-38.2147,76.96,66,16,9.69,few clouds
517,Surt,LY,31.2089,16.5887,69.17,43,6,9.42,clear sky
518,Tyrma,RU,50.0833,132.1667,25.59,76,99,1.28,overcast clouds
519,Ulaanbaatar,MN,47.9077,106.8832,23.13,63,75,4.47,light snow
520,Jamui,IN,24.9167,86.2167,65.19,48,0,4.88,clear sky
521,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,62,40,12.66,light rain
522,Novyy Urgal,RU,51.0736,132.5642,19.63,75,94,0.89,overcast clouds
523,Kuala Pilah,MY,2.7389,102.2487,81.91,74,100,1.77,overcast clouds
524,Ahipara,NZ,-35.1667,173.1667,67.37,68,0,12.28,clear sky
525,Saint-Joseph,RE,-21.3667,55.6167,66.58,69,11,4.09,few clouds
526,Ati,TD,13.2154,18.3353,73.27,22,6,10.67,clear sky
527,Westport,US,41.1415,-73.3579,40.75,65,0,10.36,clear sky
528,Sarkand,KZ,45.41,79.9186,25.09,73,100,5.32,overcast clouds
529,Alihe,CN,50.5667,123.7167,25.14,68,5,2.48,clear sky
530,Shelburne,CA,44.0787,-80.2041,27.75,94,100,14.58,snow
531,Casma,CL,-41.0082,-73.1244,58.28,98,96,2.17,light rain
532,Uporovo,RU,56.3109,66.2693,0.19,92,5,3.69,clear sky
533,Ozinki,RU,51.1786,49.6769,33.67,96,100,18.03,overcast clouds
534,Katangli,RU,51.7102,143.2326,26.62,75,22,6.38,few clouds
535,Pangoa,PE,-12.1167,-73.0,70.5,82,51,3.13,broken clouds
536,Phan Thiet,VN,10.9333,108.1,84.33,63,100,4.43,overcast clouds
537,Olafsvik,IS,64.8945,-23.7142,44.83,84,95,14.36,light rain
538,Mareeba,AU,-17.0,145.4333,92.44,49,51,9.08,broken clouds
539,Pueblo Nuevo,MX,23.3833,-105.3833,51.12,64,55,4.52,broken clouds
540,Natal,BR,-5.795,-35.2094,77.32,78,20,8.46,few clouds
541,Tsumeb,NA,-19.2333,17.7167,75.58,36,6,9.31,clear sky
542,Staryy Nadym,RU,65.6118,72.6842,15.98,90,100,24.36,light snow
543,Price,US,39.5994,-110.8107,32.11,46,0,8.05,clear sky
544,Bambanglipuro,ID,-7.95,110.2833,81.75,73,100,0.72,overcast clouds
545,Pathein,MM,16.7833,94.7333,77.23,72,99,10.92,overcast clouds
546,Riberalta,BO,-10.9833,-66.1,79.61,66,97,2.84,overcast clouds
547,Vyartsilya,RU,62.1764,30.693,22.55,95,50,3.49,scattered clouds
548,Mogadishu,SO,2.0371,45.3438,78.89,83,9,9.44,clear sky
549,Sile,TR,41.1754,29.6133,65.07,65,100,4.0,overcast clouds
550,Cabo San Lucas,MX,22.8909,-109.9124,72.18,75,9,2.68,clear sky
551,Namuac,PH,18.6109,121.1657,83.17,74,98,12.55,overcast clouds
552,Wanning,CN,18.8003,110.3967,80.69,78,2,9.08,clear sky
553,Igede,NG,10.0544,5.9416,70.79,35,100,5.19,overcast clouds
554,Boyolangu,ID,-8.1181,111.8935,78.87,80,100,2.08,overcast clouds
555,Pathanamthitta,IN,9.2667,76.7833,75.72,93,100,2.01,overcast clouds
556,Pochutla,MX,15.7432,-96.4661,77.83,87,56,3.8,broken clouds
557,Banepa,NP,27.6298,85.5214,52.12,87,20,0.0,mist
558,Pyaozerskiy,RU,65.8333,31.1667,22.71,87,22,3.69,few clouds
559,Qostanay,KZ,53.1667,63.5833,3.49,85,0,0.0,clear sky
560,Oranjemund,NA,-28.55,16.4333,56.7,89,52,9.19,broken clouds
561,Sussex,US,41.1834,-74.6663,35.73,75,54,7.27,broken clouds
562,Majene,ID,-3.5403,118.9707,82.85,72,100,2.62,overcast clouds
563,Takikawa,JP,43.5528,141.9064,41.32,69,100,4.97,overcast clouds
564,Santa Vitoria,BR,-18.8386,-50.1214,76.24,33,0,3.62,clear sky
565,El Seibo,DO,18.7641,-69.0375,74.73,94,17,4.09,few clouds
566,Samarai,PG,-10.6167,150.6667,85.87,70,51,14.0,broken clouds
567,Taunggyi,MM,20.7833,97.0333,64.49,81,16,0.87,few clouds
568,Osakarovka,KZ,50.565,72.5692,2.39,100,94,4.68,overcast clouds
569,Columbia,US,34.0007,-81.0348,37.4,84,0,4.61,clear sky
570,Hofn,IS,64.2539,-15.2082,45.91,94,100,12.77,overcast clouds
571,Liusha,CN,27.2098,108.59,51.67,93,100,3.56,overcast clouds
572,Chimore,BO,-16.9833,-65.1333,78.71,48,93,3.42,overcast clouds
573,Svetlyy,RU,54.675,20.1347,33.96,87,90,12.06,overcast clouds
574,Humaita,BR,-7.5061,-63.0208,73.74,99,95,4.56,overcast clouds
575,Allingabro,DK,56.465,10.3341,43.07,81,99,7.0,overcast clouds
576,Naze,JP,28.3667,129.4833,71.96,82,50,1.88,scattered clouds
577,Port Blair,IN,11.6667,92.75,80.26,80,100,9.06,overcast clouds
578,Silale,LT,55.4906,22.1814,26.62,79,16,12.73,few clouds
579,Marivan,IR,35.5219,46.176,41.83,90,8,1.7,clear sky
580,Bilibino,RU,68.0546,166.4372,-26.07,100,91,1.36,overcast clouds
581,Bouca,CF,6.5105,18.2733,69.42,54,97,1.36,overcast clouds
582,Chissamba,AO,-12.1667,17.3333,60.75,96,8,2.82,light rain
583,Makakilo City,US,21.3469,-158.0858,80.92,66,75,10.36,broken clouds
584,Mugur-Aksy,RU,50.35,90.5,6.28,87,100,5.03,overcast clouds
585,Linjiang,CN,41.8069,126.9078,42.91,71,46,1.05,scattered clouds
586,Isangel,VU,-19.55,169.2667,83.44,72,48,12.73,scattered clouds
587,Kitimat,CA,54.0524,-128.6534,33.91,63,55,4.14,broken clouds
588,Okha,RU,53.5739,142.9478,22.57,76,100,6.64,overcast clouds
589,Opole,PL,50.5,18.0,33.4,84,98,6.62,overcast clouds
590,Harnosand,SE,62.6323,17.9379,30.0,80,99,4.36,overcast clouds
591,Stornoway,GB,58.2093,-6.3865,46.92,87,75,14.97,light rain
592,Arvika,SE,59.6553,12.5852,32.61,75,100,8.39,overcast clouds
593,Lubango,AO,-14.9172,13.4925,59.49,84,64,1.39,light rain
594,Bacolod,PH,10.6667,122.95,80.4,86,97,11.43,moderate rain
595,Antofagasta,CL,-23.65,-70.4,61.88,83,37,1.72,scattered clouds
596,Karratha,AU,-20.7377,116.8463,78.21,32,75,14.2,broken clouds
597,Djougou,BJ,9.7085,1.666,68.97,37,56,3.98,broken clouds
598,Pokrovka,KG,42.3414,78.0056,29.05,61,94,7.45,overcast clouds
599,Yulara,AU,-25.2406,130.9889,85.41,42,48,21.0,scattered clouds
600,Rancharia,BR,-22.2292,-50.8931,69.6,48,0,16.24,clear sky
601,Lethem,GY,3.3803,-59.7968,81.46,67,99,4.68,overcast clouds
602,Mahibadhoo,MV,3.7833,72.9667,80.76,79,100,16.44,moderate rain
603,Buritizeiro,BR,-17.3511,-44.9622,74.12,76,100,1.88,overcast clouds
604,Udachnyy,RU,66.4167,112.4,-30.46,100,22,3.83,few clouds
605,Mae Sot,TH,16.7167,98.5667,77.52,88,92,2.13,overcast clouds
606,Zyryanka,RU,65.75,150.85,-18.67,95,100,10.18,overcast clouds
607,Shihezi,CN,44.3,86.0333,26.37,76,78,4.85,broken clouds
608,Pomabamba,PE,-8.8333,-77.4667,51.44,80,76,4.56,broken clouds
609,Quatre Cocos,MU,-20.2078,57.7625,69.1,63,0,4.0,clear sky
610,Ambilobe,MG,-13.2,49.05,70.9,91,1,3.09,clear sky
611,Ternate,ID,0.8,127.4,84.88,71,26,4.9,scattered clouds
612,High Rock,BS,26.6208,-78.2833,73.42,73,100,16.49,overcast clouds
613,Dire Dawa,ET,9.5931,41.8661,67.12,54,54,2.95,broken clouds
614,Rio Gallegos,AR,-51.6226,-69.2181,49.68,63,1,6.04,clear sky
615,Bosobolo,CD,4.1833,19.9,71.62,91,98,2.53,overcast clouds
616,Kaya,BF,13.0917,-1.0844,71.65,18,0,7.7,clear sky
617,Murray Bridge,AU,-35.1167,139.2667,73.13,36,100,17.18,overcast clouds
618,Turukhansk,RU,65.8167,87.9833,6.82,86,100,24.47,light snow
619,Thakurganj,IN,26.45,88.1333,67.33,70,0,2.28,clear sky
620,Birin,NP,26.8865,88.0718,54.01,77,2,1.52,clear sky
621,Scarborough,GB,54.2797,-0.4044,50.92,94,100,4.0,overcast clouds
622,Paramonga,PE,-10.6667,-77.8333,64.17,85,76,5.61,broken clouds
623,Aberdeen,GB,57.1437,-2.0981,48.69,87,100,19.57,overcast clouds
624,Sovetskiy,RU,61.3614,63.5842,1.33,85,91,6.26,overcast clouds
625,Tallahassee,US,30.4383,-84.2807,48.04,74,0,0.0,clear sky
626,Srirampur,IN,22.9489,88.0189,70.39,56,6,6.69,clear sky
627,Aloleng,PH,16.1307,119.7824,85.39,68,98,11.56,overcast clouds
628,Hanna,CA,51.6334,-111.9018,4.86,80,92,1.99,overcast clouds
629,Kasane,BW,-17.8167,25.15,71.94,41,0,0.34,clear sky
630,Malinyi,TZ,-8.9333,36.1333,70.36,90,70,0.31,broken clouds
631,Severo-Yeniseyskiy,RU,60.3725,93.0408,-17.88,97,97,4.56,overcast clouds
632,Bilma,NE,18.6853,12.9164,66.34,23,37,8.01,scattered clouds
633,Foki,RU,56.693,54.3499,16.57,79,99,6.51,overcast clouds
634,Hermiston,US,45.8404,-119.2895,35.1,88,0,0.0,mist
635,Roald,NO,62.5833,6.1333,50.14,32,34,17.27,scattered clouds
636,Maigo,PH,8.1613,123.9583,81.75,79,99,3.83,overcast clouds
637,Sangamner,IN,19.5667,74.2167,64.04,51,0,2.93,clear sky
638,Hailar,CN,49.2,119.7,27.16,70,48,7.4,scattered clouds
639,Savelugu,GH,9.6244,-0.8253,74.17,29,10,2.08,clear sky
640,Hammond,US,41.5834,-87.5,32.2,70,75,14.97,broken clouds
641,Oktyabrskiy,RU,54.4815,53.471,26.44,95,100,13.49,light snow
642,Kloulklubed,PW,7.0419,134.2556,79.3,79,96,11.86,light rain
643,Kaeo,NZ,-35.1,173.7833,76.32,67,1,13.67,clear sky
644,Dingle,PH,10.9995,122.6711,79.57,89,100,12.71,light rain
645,Teya,RU,60.3778,92.6267,-15.45,98,99,4.61,overcast clouds
646,Puerto Carreno,CO,6.189,-67.4859,75.78,88,100,2.13,heavy intensity rain
647,Kropotkin,RU,45.4375,40.5756,57.54,57,100,22.03,overcast clouds
648,Upornaya,RU,44.3914,41.0196,48.16,63,100,6.44,overcast clouds
649,Mountain Home,US,43.133,-115.6912,26.08,74,20,0.0,few clouds
650,Sokolka,PL,53.4072,23.5023,26.67,93,100,5.77,overcast clouds
651,Jiangyou,CN,31.7667,104.7167,59.65,67,100,1.7,overcast clouds
652,Durban,ZA,-29.8579,31.0292,70.92,89,100,1.99,overcast clouds
653,Naica,MX,27.85,-105.4833,51.26,43,0,5.06,clear sky
654,Chivay,PE,-15.6383,-71.6011,52.03,43,74,4.79,broken clouds
655,Mizan Teferi,ET,6.9833,35.5833,59.54,87,1,3.13,clear sky
656,Kununurra,AU,-15.7667,128.7333,93.18,49,6,8.05,clear sky
657,Chernaya Kholunitsa,RU,58.8511,51.7154,11.7,85,5,4.92,clear sky
658,Namtsy,RU,62.7161,129.6658,-9.99,95,100,5.39,overcast clouds
659,Kantang,TH,7.4054,99.5156,78.91,86,100,3.89,overcast clouds
660,Joshimath,IN,30.5667,79.5667,48.13,20,0,6.96,clear sky
